receivedAtUtc,runId,modVersion,netMode,netModeName,playerCount,ascension,totalFloor,runTime,isVictory,eligibleDefaultStats,actIndex,playerSlot,rarity,rarityName,rerollCount,option,optionName,selectedRune,selectedRuneName,isSelected
2026-04-26T05:04:13.854Z,66a05f3d1b7a5fcca33fb7ab1529ba04eafe0f337c37805ea3b43e40acb0c13a,0.4.0,Singleplayer,单人,1,1,2,169,0,1,0,0,Silver,白银,2,SACRIFICE_RUNE,献祭,STRENGTH_TO_DEXTERITY_RUNE,力量转敏捷,0
2026-04-26T05:04:13.854Z,66a05f3d1b7a5fcca33fb7ab1529ba04eafe0f337c37805ea3b43e40acb0c13a,0.4.0,Singleplayer,单人,1,1,2,169,0,1,0,0,Silver,白银,2,ESCAPE_PLAN_RUNE,逃跑计划,STRENGTH_TO_DEXTERITY_RUNE,力量转敏捷,0
2026-04-26T05:05:29.599Z,8d39e6096769d86cd87aaa5421ed5451a59b8414087d68bddafff11e1d297832,0.4.0,Singleplayer,单人,1,10,5,91,0,1,0,0,Gold,黄金,0,SPEEDSTER_RUNE,急急小子,LOOP_RUNE,循环往复,0
2026-04-26T05:05:29.599Z,8d39e6096769d86cd87aaa5421ed5451a59b8414087d68bddafff11e1d297832,0.4.0,Singleplayer,单人,1,10,5,91,0,1,0,0,Gold,黄金,0,SUPER_BRAIN_RUNE,超强大脑,LOOP_RUNE,循环往复,0
2026-04-26T05:05:29.599Z,8d39e6096769d86cd87aaa5421ed5451a59b8414087d68bddafff11e1d297832,0.4.0,Singleplayer,单人,1,10,5,91,0,1,0,0,Gold,黄金,0,LOOP_RUNE,循环往复,LOOP_RUNE,循环往复,1
2026-04-26T05:05:29.599Z,8d39e6096769d86cd87aaa5421ed5451a59b8414087d68bddafff11e1d297832,0.4.0,Singleplayer,单人,1,10,5,91,0,1,1,0,Prismatic,棱彩,0,INFERNAL_CONDUIT_RUNE,炼狱导管,GOLIATH_RUNE,歌利亚巨人,0
2026-04-26T05:05:29.599Z,8d39e6096769d86cd87aaa5421ed5451a59b8414087d68bddafff11e1d297832,0.4.0,Singleplayer,单人,1,10,5,91,0,1,1,0,Prismatic,棱彩,0,CIRCLE_OF_DEATH_RUNE,死亡之环,GOLIATH_RUNE,歌利亚巨人,0
2026-04-26T05:05:29.599Z,8d39e6096769d86cd87aaa5421ed5451a59b8414087d68bddafff11e1d297832,0.4.0,Singleplayer,单人,1,10,5,91,0,1,1,0,Prismatic,棱彩,0,GOLIATH_RUNE,歌利亚巨人,GOLIATH_RUNE,歌利亚巨人,1
2026-04-26T05:05:29.599Z,8d39e6096769d86cd87aaa5421ed5451a59b8414087d68bddafff11e1d297832,0.4.0,Singleplayer,单人,1,10,5,91,0,1,2,0,Silver,白银,0,SLAP_RUNE,扇巴掌,BADGE_BROTHERS_RUNE,霸符兄弟,0
2026-04-26T05:05:29.599Z,8d39e6096769d86cd87aaa5421ed5451a59b8414087d68bddafff11e1d297832,0.4.0,Singleplayer,单人,1,10,5,91,0,1,2,0,Silver,白银,0,ZEALOT_RUNE,狂热者,BADGE_BROTHERS_RUNE,霸符兄弟,0
2026-04-26T05:05:29.599Z,8d39e6096769d86cd87aaa5421ed5451a59b8414087d68bddafff11e1d297832,0.4.0,Singleplayer,单人,1,10,5,91,0,1,2,0,Silver,白银,0,BADGE_BROTHERS_RUNE,霸符兄弟,BADGE_BROTHERS_RUNE,霸符兄弟,1
2026-04-26T05:07:45.072Z,3c68e29ec11660d65442b9198fadbb82e7ab805dbeb85fa3a1f9d0229cfd9498,0.4.0,Singleplayer,单人,1,10,5,174,0,1,0,0,Prismatic,棱彩,2,DUAL_WIELD_RUNE,双刀流,DUAL_WIELD_RUNE,双刀流,1
2026-04-26T05:07:45.072Z,3c68e29ec11660d65442b9198fadbb82e7ab805dbeb85fa3a1f9d0229cfd9498,0.4.0,Singleplayer,单人,1,10,5,174,0,1,0,0,Prismatic,棱彩,2,FEEL_THE_BURN_RUNE,感受燃烧,DUAL_WIELD_RUNE,双刀流,0
2026-04-26T05:07:45.072Z,3c68e29ec11660d65442b9198fadbb82e7ab805dbeb85fa3a1f9d0229cfd9498,0.4.0,Singleplayer,单人,1,10,5,174,0,1,0,0,Prismatic,棱彩,2,SLOW_COOK_RUNE,慢炖,DUAL_WIELD_RUNE,双刀流,0
2026-04-26T05:09:19.546Z,c72738ceaf196481d5783421b870b318a23704ca7541ab9ed3edd744965b3183,0.4.0,Singleplayer,单人,1,3,18,641,0,1,0,0,Prismatic,棱彩,3,STATS_ON_STATS_ON_STATS_RUNE,属性叠属性叠属性！,STATS_ON_STATS_ON_STATS_RUNE,属性叠属性叠属性！,1
2026-04-26T05:09:19.546Z,c72738ceaf196481d5783421b870b318a23704ca7541ab9ed3edd744965b3183,0.4.0,Singleplayer,单人,1,3,18,641,0,1,0,0,Prismatic,棱彩,3,TRANSMUTE_CHAOS_RUNE,质变：混沌,STATS_ON_STATS_ON_STATS_RUNE,属性叠属性叠属性！,0
2026-04-26T05:09:19.546Z,c72738ceaf196481d5783421b870b318a23704ca7541ab9ed3edd744965b3183,0.4.0,Singleplayer,单人,1,3,18,641,0,1,0,0,Prismatic,棱彩,3,WATCH_OUT_GRAPEFRUIT_RUNE,当心小蛋糕,STATS_ON_STATS_ON_STATS_RUNE,属性叠属性叠属性！,0
2026-04-26T05:12:17.226Z,d7cb5f9519a5e857dd54b4f289ac0d3b301aedd738f718b0a9ec18f3153c2a7d,0.4.0,Singleplayer,单人,1,10,1,10,0,0,0,0,Prismatic,棱彩,0,ARCANE_PUNCH_RUNE,秘术冲拳,ARCANE_PUNCH_RUNE,秘术冲拳,1
2026-04-26T05:12:17.226Z,d7cb5f9519a5e857dd54b4f289ac0d3b301aedd738f718b0a9ec18f3153c2a7d,0.4.0,Singleplayer,单人,1,10,1,10,0,0,0,0,Prismatic,棱彩,0,HAIL_TO_THE_KING_RUNE,尊我为王,ARCANE_PUNCH_RUNE,秘术冲拳,0
2026-04-26T05:12:17.226Z,d7cb5f9519a5e857dd54b4f289ac0d3b301aedd738f718b0a9ec18f3153c2a7d,0.4.0,Singleplayer,单人,1,10,1,10,0,0,0,0,Prismatic,棱彩,0,EUREKA_RUNE,尤里卡,ARCANE_PUNCH_RUNE,秘术冲拳,0
2026-04-26T05:12:59.270Z,83c4969dc22e59f0f01ebb7e418f339d55089cf9b0324f250dc83e44e496e914,0.4.0,Singleplayer,单人,1,2,1,43,0,0,0,0,Gold,黄金,3,JUDICATOR_RUNE,裁决使,STATS_ON_STATS_RUNE,属性叠属性！,0
2026-04-26T05:12:59.270Z,83c4969dc22e59f0f01ebb7e418f339d55089cf9b0324f250dc83e44e496e914,0.4.0,Singleplayer,单人,1,2,1,43,0,0,0,0,Gold,黄金,3,STATS_ON_STATS_RUNE,属性叠属性！,STATS_ON_STATS_RUNE,属性叠属性！,1
2026-04-26T05:12:59.270Z,83c4969dc22e59f0f01ebb7e418f339d55089cf9b0324f250dc83e44e496e914,0.4.0,Singleplayer,单人,1,2,1,43,0,0,0,0,Gold,黄金,3,SUPER_BRAIN_RUNE,超强大脑,STATS_ON_STATS_RUNE,属性叠属性！,0
2026-04-26T05:13:48.988Z,3b52cd0ce27b2c766fd644c2a1954ad1797f60c3d85fd2e7290cf3c0aca75ded,0.4.0,Singleplayer,单人,1,3,6,261,0,1,0,0,Silver,白银,2,TRANSMUTE_GOLD_RUNE,质变：黄金阶,TRANSMUTE_GOLD_RUNE,质变：黄金阶,1
2026-04-26T05:13:48.988Z,3b52cd0ce27b2c766fd644c2a1954ad1797f60c3d85fd2e7290cf3c0aca75ded,0.4.0,Singleplayer,单人,1,3,6,261,0,1,0,0,Silver,白银,2,MOUNTAIN_SOUL_RUNE,山脉龙魂,TRANSMUTE_GOLD_RUNE,质变：黄金阶,0
2026-04-26T05:13:48.988Z,3b52cd0ce27b2c766fd644c2a1954ad1797f60c3d85fd2e7290cf3c0aca75ded,0.4.0,Singleplayer,单人,1,3,6,261,0,1,0,0,Silver,白银,2,HOMEGUARD_RUNE,家园卫士,TRANSMUTE_GOLD_RUNE,质变：黄金阶,0
2026-04-26T05:18:59.808Z,1cfd0e42fad14c5483b0f7db3de32330d48755eec2ee3247edeced61e2e7167c,0.4.0,Host,联机房主,2,10,11,460,0,1,0,0,Gold,黄金,2,SHRINK_ENGINE_RUNE,缩小引擎,SHRINK_ENGINE_RUNE,缩小引擎,1
2026-04-26T05:18:59.808Z,1cfd0e42fad14c5483b0f7db3de32330d48755eec2ee3247edeced61e2e7167c,0.4.0,Host,联机房主,2,10,11,460,0,1,0,0,Gold,黄金,2,TWICE_THRICE_RUNE,接二连三,SHRINK_ENGINE_RUNE,缩小引擎,0
2026-04-26T05:18:59.808Z,1cfd0e42fad14c5483b0f7db3de32330d48755eec2ee3247edeced61e2e7167c,0.4.0,Host,联机房主,2,10,11,460,0,1,0,0,Gold,黄金,2,HOLY_FIRE_RUNE,圣火,SHRINK_ENGINE_RUNE,缩小引擎,0
2026-04-26T05:18:59.808Z,1cfd0e42fad14c5483b0f7db3de32330d48755eec2ee3247edeced61e2e7167c,0.4.0,Host,联机房主,2,10,11,460,0,1,0,1,Gold,黄金,1,RED_ENVELOPE_RUNE,红包,RED_ENVELOPE_RUNE,红包,1
2026-04-26T05:18:59.808Z,1cfd0e42fad14c5483b0f7db3de32330d48755eec2ee3247edeced61e2e7167c,0.4.0,Host,联机房主,2,10,11,460,0,1,0,1,Gold,黄金,1,ENDLESS_RECOVERY_RUNE,无休回复,RED_ENVELOPE_RUNE,红包,0
2026-04-26T05:18:59.808Z,1cfd0e42fad14c5483b0f7db3de32330d48755eec2ee3247edeced61e2e7167c,0.4.0,Host,联机房主,2,10,11,460,0,1,0,1,Gold,黄金,1,HOLY_FIRE_RUNE,圣火,RED_ENVELOPE_RUNE,红包,0
2026-04-26T05:21:16.367Z,d0a044f0daf2dbed09e36bab86a8e341f9e6e494c719739b2540929dad9e75f2,0.4.0,Singleplayer,单人,1,10,32,985,0,1,0,0,Prismatic,棱彩,2,GLASS_CANNON_RUNE,玻璃大炮,STATS_ON_STATS_ON_STATS_RUNE,属性叠属性叠属性！,0
2026-04-26T05:21:16.367Z,d0a044f0daf2dbed09e36bab86a8e341f9e6e494c719739b2540929dad9e75f2,0.4.0,Singleplayer,单人,1,10,32,985,0,1,0,0,Prismatic,棱彩,2,JEWELED_GAUNTLET_RUNE,珠光护手,STATS_ON_STATS_ON_STATS_RUNE,属性叠属性叠属性！,0
2026-04-26T05:21:16.367Z,d0a044f0daf2dbed09e36bab86a8e341f9e6e494c719739b2540929dad9e75f2,0.4.0,Singleplayer,单人,1,10,32,985,0,1,0,0,Prismatic,棱彩,2,STATS_ON_STATS_ON_STATS_RUNE,属性叠属性叠属性！,STATS_ON_STATS_ON_STATS_RUNE,属性叠属性叠属性！,1
2026-04-26T05:21:16.367Z,d0a044f0daf2dbed09e36bab86a8e341f9e6e494c719739b2540929dad9e75f2,0.4.0,Singleplayer,单人,1,10,32,985,0,1,1,0,Prismatic,棱彩,3,TRANSMUTE_CHAOS_RUNE,质变：混沌,TRANSMUTE_CHAOS_RUNE,质变：混沌,1
2026-04-26T05:21:16.367Z,d0a044f0daf2dbed09e36bab86a8e341f9e6e494c719739b2540929dad9e75f2,0.4.0,Singleplayer,单人,1,10,32,985,0,1,1,0,Prismatic,棱彩,3,GLASS_CANNON_RUNE,玻璃大炮,TRANSMUTE_CHAOS_RUNE,质变：混沌,0
2026-04-26T05:21:16.367Z,d0a044f0daf2dbed09e36bab86a8e341f9e6e494c719739b2540929dad9e75f2,0.4.0,Singleplayer,单人,1,10,32,985,0,1,1,0,Prismatic,棱彩,3,GOLDREND_RUNE,夺金,TRANSMUTE_CHAOS_RUNE,质变：混沌,0
2026-04-26T05:22:02.502Z,fdc5efe3f29e158bac0bbce6750e862be14216b971777d1f20c641b250939a1d,0.4.0,Singleplayer,单人,1,8,1,42,0,0,0,0,Prismatic,棱彩,0,PROTEIN_SHAKE_RUNE,蛋白粉奶昔,EARTH_AWAKENS_RUNE,大地苏醒,0
2026-04-26T05:22:02.502Z,fdc5efe3f29e158bac0bbce6750e862be14216b971777d1f20c641b250939a1d,0.4.0,Singleplayer,单人,1,8,1,42,0,0,0,0,Prismatic,棱彩,0,TRANSMUTE_CHAOS_RUNE,质变：混沌,EARTH_AWAKENS_RUNE,大地苏醒,0
2026-04-26T05:22:02.502Z,fdc5efe3f29e158bac0bbce6750e862be14216b971777d1f20c641b250939a1d,0.4.0,Singleplayer,单人,1,8,1,42,0,0,0,0,Prismatic,棱彩,0,EARTH_AWAKENS_RUNE,大地苏醒,EARTH_AWAKENS_RUNE,大地苏醒,1
2026-04-26T05:22:32.101Z,31bdb742a9d406599a63f14d400f105b18db14874e7782b89db2c22ccb69ca4a,0.4.0,Singleplayer,单人,1,0,1,25,0,0,0,0,Silver,白银,1,NIMBLE_RUNE,灵巧,STATS_RUNE,属性！,0
2026-04-26T05:22:32.101Z,31bdb742a9d406599a63f14d400f105b18db14874e7782b89db2c22ccb69ca4a,0.4.0,Singleplayer,单人,1,0,1,25,0,0,0,0,Silver,白银,1,HOMEGUARD_RUNE,家园卫士,STATS_RUNE,属性！,0
2026-04-26T05:22:32.101Z,31bdb742a9d406599a63f14d400f105b18db14874e7782b89db2c22ccb69ca4a,0.4.0,Singleplayer,单人,1,0,1,25,0,0,0,0,Silver,白银,1,STATS_RUNE,属性！,STATS_RUNE,属性！,1
2026-04-26T05:28:20.775Z,01332e75dfe5723ea434ee4355831b90dc18ae342148fde1914d6f28e44955f6,0.4.0,Singleplayer,单人,1,0,2,30,0,0,0,0,Gold,黄金,0,ASTRAL_BODY_RUNE,星界躯体,ASTRAL_BODY_RUNE,星界躯体,1
2026-04-26T05:28:20.775Z,01332e75dfe5723ea434ee4355831b90dc18ae342148fde1914d6f28e44955f6,0.4.0,Singleplayer,单人,1,0,2,30,0,0,0,0,Gold,黄金,0,TRANSCENDENT_EVIL_RUNE,超凡邪恶,ASTRAL_BODY_RUNE,星界躯体,0
2026-04-26T05:28:20.775Z,01332e75dfe5723ea434ee4355831b90dc18ae342148fde1914d6f28e44955f6,0.4.0,Singleplayer,单人,1,0,2,30,0,0,0,0,Gold,黄金,0,DIVINE_INTERVENTION_RUNE,神圣干预,ASTRAL_BODY_RUNE,星界躯体,0
2026-04-26T05:30:41.408Z,8b1210259330da04c57f6439a3689fc39e1d19b8fc3c0d58df6ceb0fca0b246f,0.4.0,Singleplayer,单人,1,10,49,1158,1,1,0,0,Prismatic,棱彩,2,FINAL_FORM_RUNE,最终形态,UNMOVABLE_MOUNTAIN_RUNE,不动如山,0
2026-04-26T05:30:41.408Z,8b1210259330da04c57f6439a3689fc39e1d19b8fc3c0d58df6ceb0fca0b246f,0.4.0,Singleplayer,单人,1,10,49,1158,1,1,0,0,Prismatic,棱彩,2,UNMOVABLE_MOUNTAIN_RUNE,不动如山,UNMOVABLE_MOUNTAIN_RUNE,不动如山,1
2026-04-26T05:30:41.408Z,8b1210259330da04c57f6439a3689fc39e1d19b8fc3c0d58df6ceb0fca0b246f,0.4.0,Singleplayer,单人,1,10,49,1158,1,1,0,0,Prismatic,棱彩,2,COURAGE_OF_COLOSSUS_RUNE,巨像的勇气,UNMOVABLE_MOUNTAIN_RUNE,不动如山,0
2026-04-26T05:30:41.408Z,8b1210259330da04c57f6439a3689fc39e1d19b8fc3c0d58df6ceb0fca0b246f,0.4.0,Singleplayer,单人,1,10,49,1158,1,1,1,0,Prismatic,棱彩,0,GOLIATH_RUNE,歌利亚巨人,EUREKA_RUNE,尤里卡,0
2026-04-26T05:30:41.408Z,8b1210259330da04c57f6439a3689fc39e1d19b8fc3c0d58df6ceb0fca0b246f,0.4.0,Singleplayer,单人,1,10,49,1158,1,1,1,0,Prismatic,棱彩,0,EUREKA_RUNE,尤里卡,EUREKA_RUNE,尤里卡,1
2026-04-26T05:30:41.408Z,8b1210259330da04c57f6439a3689fc39e1d19b8fc3c0d58df6ceb0fca0b246f,0.4.0,Singleplayer,单人,1,10,49,1158,1,1,1,0,Prismatic,棱彩,0,SYMPHONY_OF_WAR_RUNE,战争交响乐,EUREKA_RUNE,尤里卡,0
2026-04-26T05:30:41.408Z,8b1210259330da04c57f6439a3689fc39e1d19b8fc3c0d58df6ceb0fca0b246f,0.4.0,Singleplayer,单人,1,10,49,1158,1,1,2,0,Gold,黄金,2,ENDLESS_RECOVERY_RUNE,无休回复,BEGINNING_AND_END_RUNE,有始有终,0
2026-04-26T05:30:41.408Z,8b1210259330da04c57f6439a3689fc39e1d19b8fc3c0d58df6ceb0fca0b246f,0.4.0,Singleplayer,单人,1,10,49,1158,1,1,2,0,Gold,黄金,2,DEVILS_DANCE_RUNE,魔鬼之舞,BEGINNING_AND_END_RUNE,有始有终,0
2026-04-26T05:30:41.408Z,8b1210259330da04c57f6439a3689fc39e1d19b8fc3c0d58df6ceb0fca0b246f,0.4.0,Singleplayer,单人,1,10,49,1158,1,1,2,0,Gold,黄金,2,BEGINNING_AND_END_RUNE,有始有终,BEGINNING_AND_END_RUNE,有始有终,1
2026-04-26T05:30:42.554Z,47a37cfd9391adfb704b81af5965844bf0485afa1905458776c7c3f7ab10b896,0.4.0,Host,联机房主,2,10,46,1667,0,1,2,0,Silver,白银,2,BIG_STRENGTH_RUNE,大力,TRANSMUTE_GOLD_RUNE,质变：黄金阶,0
2026-04-26T05:30:42.554Z,47a37cfd9391adfb704b81af5965844bf0485afa1905458776c7c3f7ab10b896,0.4.0,Host,联机房主,2,10,46,1667,0,1,2,0,Silver,白银,2,TRANSMUTE_GOLD_RUNE,质变：黄金阶,TRANSMUTE_GOLD_RUNE,质变：黄金阶,1
2026-04-26T05:30:42.554Z,47a37cfd9391adfb704b81af5965844bf0485afa1905458776c7c3f7ab10b896,0.4.0,Host,联机房主,2,10,46,1667,0,1,2,0,Silver,白银,2,SACRIFICE_RUNE,献祭,TRANSMUTE_GOLD_RUNE,质变：黄金阶,0
2026-04-26T05:30:42.554Z,47a37cfd9391adfb704b81af5965844bf0485afa1905458776c7c3f7ab10b896,0.4.0,Host,联机房主,2,10,46,1667,0,1,2,1,Silver,白银,2,STRENGTH_TO_DEXTERITY_RUNE,力量转敏捷,LIGHT_EM_UP_RUNE,点亮他们！,0
2026-04-26T05:30:42.554Z,47a37cfd9391adfb704b81af5965844bf0485afa1905458776c7c3f7ab10b896,0.4.0,Host,联机房主,2,10,46,1667,0,1,2,1,Silver,白银,2,LIGHT_EM_UP_RUNE,点亮他们！,LIGHT_EM_UP_RUNE,点亮他们！,1
2026-04-26T05:30:42.554Z,47a37cfd9391adfb704b81af5965844bf0485afa1905458776c7c3f7ab10b896,0.4.0,Host,联机房主,2,10,46,1667,0,1,2,1,Silver,白银,2,DEXTERITY_TO_STRENGTH_RUNE,敏捷转力量,LIGHT_EM_UP_RUNE,点亮他们！,0
2026-04-26T05:30:43.598Z,2705c7c416f332a52063bb5b6817793ef65b19eca1731a1675b47f11bfc217ea,0.4.0,Singleplayer,单人,1,1,2,30,0,0,0,0,Gold,黄金,0,TRANSMUTE_PRISMATIC_RUNE,质变：棱彩阶,TRANSMUTE_PRISMATIC_RUNE,质变：棱彩阶,1
2026-04-26T05:30:43.598Z,2705c7c416f332a52063bb5b6817793ef65b19eca1731a1675b47f11bfc217ea,0.4.0,Singleplayer,单人,1,1,2,30,0,0,0,0,Gold,黄金,0,HOLY_FIRE_RUNE,圣火,TRANSMUTE_PRISMATIC_RUNE,质变：棱彩阶,0
2026-04-26T05:30:43.598Z,2705c7c416f332a52063bb5b6817793ef65b19eca1731a1675b47f11bfc217ea,0.4.0,Singleplayer,单人,1,1,2,30,0,0,0,0,Gold,黄金,0,SUPER_BRAIN_RUNE,超强大脑,TRANSMUTE_PRISMATIC_RUNE,质变：棱彩阶,0
2026-04-26T05:32:01.972Z,82fa22d178cde2cfb45289c7240039ff7a7a38c474a87ff942a867a5f57cda95,0.4.0,Singleplayer,单人,1,10,33,1083,0,1,0,0,Prismatic,棱彩,3,TRANSMUTE_CHAOS_RUNE,质变：混沌,TRANSMUTE_CHAOS_RUNE,质变：混沌,1
2026-04-26T05:32:01.972Z,82fa22d178cde2cfb45289c7240039ff7a7a38c474a87ff942a867a5f57cda95,0.4.0,Singleplayer,单人,1,10,33,1083,0,1,0,0,Prismatic,棱彩,3,WATCH_OUT_GRAPEFRUIT_RUNE,当心小蛋糕,TRANSMUTE_CHAOS_RUNE,质变：混沌,0
2026-04-26T05:32:01.972Z,82fa22d178cde2cfb45289c7240039ff7a7a38c474a87ff942a867a5f57cda95,0.4.0,Singleplayer,单人,1,10,33,1083,0,1,0,0,Prismatic,棱彩,3,PANDORAS_BOX_RUNE,潘朵拉的盒子,TRANSMUTE_CHAOS_RUNE,质变：混沌,0
2026-04-26T05:32:01.972Z,82fa22d178cde2cfb45289c7240039ff7a7a38c474a87ff942a867a5f57cda95,0.4.0,Singleplayer,单人,1,10,33,1083,0,1,2,0,Silver,白银,0,ESCAPE_PLAN_RUNE,逃跑计划,HOMEGUARD_RUNE,家园卫士,0
2026-04-26T05:32:01.972Z,82fa22d178cde2cfb45289c7240039ff7a7a38c474a87ff942a867a5f57cda95,0.4.0,Singleplayer,单人,1,10,33,1083,0,1,2,0,Silver,白银,0,HOMEGUARD_RUNE,家园卫士,HOMEGUARD_RUNE,家园卫士,1
2026-04-26T05:32:01.972Z,82fa22d178cde2cfb45289c7240039ff7a7a38c474a87ff942a867a5f57cda95,0.4.0,Singleplayer,单人,1,10,33,1083,0,1,2,0,Silver,白银,0,MOUNTAIN_SOUL_RUNE,山脉龙魂,HOMEGUARD_RUNE,家园卫士,0
2026-04-26T05:32:36.518Z,25dd9f51916a81866e12757e1df3584ba8630827225397d9bc13a40c272d5d23,0.4.0,Host,联机房主,2,6,1,105,0,1,0,0,Gold,黄金,3,NO_NONSENSE_RUNE,一板一眼,ANCIENT_WINE_RUNE,古式佳酿,0
2026-04-26T05:32:36.518Z,25dd9f51916a81866e12757e1df3584ba8630827225397d9bc13a40c272d5d23,0.4.0,Host,联机房主,2,6,1,105,0,1,0,0,Gold,黄金,3,ANCIENT_WINE_RUNE,古式佳酿,ANCIENT_WINE_RUNE,古式佳酿,1
2026-04-26T05:32:36.518Z,25dd9f51916a81866e12757e1df3584ba8630827225397d9bc13a40c272d5d23,0.4.0,Host,联机房主,2,6,1,105,0,1,0,0,Gold,黄金,3,SERVANT_MASTER_RUNE,仆从大师,ANCIENT_WINE_RUNE,古式佳酿,0
2026-04-26T05:32:36.518Z,25dd9f51916a81866e12757e1df3584ba8630827225397d9bc13a40c272d5d23,0.4.0,Host,联机房主,2,6,1,105,0,1,0,1,Gold,黄金,2,ENDLESS_RECOVERY_RUNE,无休回复,BEGINNING_AND_END_RUNE,有始有终,0
2026-04-26T05:32:36.518Z,25dd9f51916a81866e12757e1df3584ba8630827225397d9bc13a40c272d5d23,0.4.0,Host,联机房主,2,6,1,105,0,1,0,1,Gold,黄金,2,SHRINK_ENGINE_RUNE,缩小引擎,BEGINNING_AND_END_RUNE,有始有终,0
2026-04-26T05:32:36.518Z,25dd9f51916a81866e12757e1df3584ba8630827225397d9bc13a40c272d5d23,0.4.0,Host,联机房主,2,6,1,105,0,1,0,1,Gold,黄金,2,BEGINNING_AND_END_RUNE,有始有终,BEGINNING_AND_END_RUNE,有始有终,1
2026-04-26T05:34:44.084Z,d645f78ee946720c01344851ba70dbaf2ad36039cbaf0ca208f29f9a2be2f99b,0.4.0,Singleplayer,单人,1,3,2,23,0,0,0,0,Prismatic,棱彩,0,FEY_MAGIC_RUNE,精怪魔法,QUEEN_RUNE,女王,0
2026-04-26T05:34:44.084Z,d645f78ee946720c01344851ba70dbaf2ad36039cbaf0ca208f29f9a2be2f99b,0.4.0,Singleplayer,单人,1,3,2,23,0,0,0,0,Prismatic,棱彩,0,INFERNAL_CONDUIT_RUNE,炼狱导管,QUEEN_RUNE,女王,0
2026-04-26T05:34:44.084Z,d645f78ee946720c01344851ba70dbaf2ad36039cbaf0ca208f29f9a2be2f99b,0.4.0,Singleplayer,单人,1,3,2,23,0,0,0,0,Prismatic,棱彩,0,QUEEN_RUNE,女王,QUEEN_RUNE,女王,1
