receivedAtUtc,runId,modVersion,netMode,netModeName,playerCount,ascension,totalFloor,runTime,isVictory,eligibleDefaultStats,actIndex,rarity,rarityName,hex,hexName
2026-04-26T05:10:08.097Z,12d02cf5923152f1e36cbe5d7e78a8bb635427c404218c4e49604e4393527769,0.4.0,Host,联机房主,2,0,45,2693,1,1,0,Prismatic,棱彩,UnmovableMountain,不动如山
2026-04-26T05:10:08.097Z,12d02cf5923152f1e36cbe5d7e78a8bb635427c404218c4e49604e4393527769,0.4.0,Host,联机房主,2,0,45,2693,1,1,1,Prismatic,棱彩,FeelTheBurn,感受燃烧
2026-04-26T05:10:08.097Z,12d02cf5923152f1e36cbe5d7e78a8bb635427c404218c4e49604e4393527769,0.4.0,Host,联机房主,2,0,45,2693,1,1,2,Prismatic,棱彩,MadScientist,科学怪人
2026-04-26T05:12:17.226Z,d7cb5f9519a5e857dd54b4f289ac0d3b301aedd738f718b0a9ec18f3153c2a7d,0.4.0,Singleplayer,单人,1,10,1,10,0,0,0,Prismatic,棱彩,Goldrend,夺金
2026-04-26T05:12:59.270Z,83c4969dc22e59f0f01ebb7e418f339d55089cf9b0324f250dc83e44e496e914,0.4.0,Singleplayer,单人,1,2,1,43,0,0,0,Gold,黄金,DivineIntervention,神圣干预
2026-04-26T05:13:45.640Z,570e968b81153d6fa3db1613e5476f5ab4e978c0590898f5d2a7f604e4942a6a,0.4.0,Host,联机房主,3,10,1,60,0,1,0,Silver,白银,Tormentor,折磨者
2026-04-26T05:13:48.988Z,3b52cd0ce27b2c766fd644c2a1954ad1797f60c3d85fd2e7290cf3c0aca75ded,0.4.0,Singleplayer,单人,1,3,6,261,0,1,0,Silver,白银,SpeedDemon,速度恶魔
2026-04-26T05:18:59.808Z,1cfd0e42fad14c5483b0f7db3de32330d48755eec2ee3247edeced61e2e7167c,0.4.0,Host,联机房主,2,10,11,460,0,1,0,Gold,黄金,SuperBrain,超强大脑
2026-04-26T05:19:00.430Z,1a01c772c10f6d18dbe2fe3bcf94c639be69b3a6292e1850146205e223f038b7,0.4.0,Singleplayer,单人,1,0,0,8,0,0,0,Gold,黄金,ShrinkRay,缩小射线
2026-04-26T05:19:37.713Z,2f8b715aad8a2fc4a9b910bf3bbf88886221225be445723d0e80c51a5a2ab858,0.4.0,Singleplayer,单人,1,2,1,22,0,0,0,Gold,黄金,Firebrand,火上浇油
2026-04-26T05:21:16.367Z,d0a044f0daf2dbed09e36bab86a8e341f9e6e494c719739b2540929dad9e75f2,0.4.0,Singleplayer,单人,1,10,32,985,0,1,0,Prismatic,棱彩,HandOfBaron,男爵之手
2026-04-26T05:21:16.367Z,d0a044f0daf2dbed09e36bab86a8e341f9e6e494c719739b2540929dad9e75f2,0.4.0,Singleplayer,单人,1,10,32,985,0,1,1,Prismatic,棱彩,UnmovableMountain,不动如山
2026-04-26T05:22:02.502Z,fdc5efe3f29e158bac0bbce6750e862be14216b971777d1f20c641b250939a1d,0.4.0,Singleplayer,单人,1,8,1,42,0,0,0,Prismatic,棱彩,Queen,女王
2026-04-26T05:22:32.101Z,31bdb742a9d406599a63f14d400f105b18db14874e7782b89db2c22ccb69ca4a,0.4.0,Singleplayer,单人,1,0,1,25,0,0,0,Silver,白银,MountainSoul,山脉龙魂
2026-04-26T05:24:23.808Z,da1e44880a900daa5d17a176b4b5a988e1397235c547174008f4dda98be7b1fe,0.4.0,Singleplayer,单人,1,0,25,6609,0,1,0,Silver,白银,Tormentor,折磨者
2026-04-26T05:24:23.808Z,da1e44880a900daa5d17a176b4b5a988e1397235c547174008f4dda98be7b1fe,0.4.0,Singleplayer,单人,1,0,25,6609,0,1,1,Gold,黄金,TankEngine,坦克引擎
2026-04-26T05:24:23.808Z,da1e44880a900daa5d17a176b4b5a988e1397235c547174008f4dda98be7b1fe,0.4.0,Singleplayer,单人,1,0,25,6609,0,1,2,Gold,黄金,DawnbringersResolve,黎明使者的坚决
2026-04-26T05:28:20.775Z,01332e75dfe5723ea434ee4355831b90dc18ae342148fde1914d6f28e44955f6,0.4.0,Singleplayer,单人,1,0,2,30,0,0,0,Gold,黄金,Sonata,咏叹奏鸣
2026-04-26T05:28:38.737Z,5b41eff8a296873160e5fda5a93d2117bb2de13f3e5fd9f41eb6b73145a19304,0.4.0,Singleplayer,单人,1,10,1,14,0,0,0,Prismatic,棱彩,MikaelsBlessing,米凯尔的祝福
2026-04-26T05:30:18.065Z,715c65105b51522d1451f2cb324dbba1157497fc9dc2359128216745d590f4b5,0.4.0,Host,联机房主,2,6,1,162,0,1,0,Gold,黄金,DawnbringersResolve,黎明使者的坚决
2026-04-26T05:30:41.408Z,8b1210259330da04c57f6439a3689fc39e1d19b8fc3c0d58df6ceb0fca0b246f,0.4.0,Singleplayer,单人,1,10,49,1158,1,1,0,Prismatic,棱彩,FeyMagic,精怪魔法
2026-04-26T05:30:41.408Z,8b1210259330da04c57f6439a3689fc39e1d19b8fc3c0d58df6ceb0fca0b246f,0.4.0,Singleplayer,单人,1,10,49,1158,1,1,1,Prismatic,棱彩,MadScientist,科学怪人
2026-04-26T05:30:41.408Z,8b1210259330da04c57f6439a3689fc39e1d19b8fc3c0d58df6ceb0fca0b246f,0.4.0,Singleplayer,单人,1,10,49,1158,1,1,2,Gold,黄金,Sturdy,坚韧
2026-04-26T05:30:42.554Z,47a37cfd9391adfb704b81af5965844bf0485afa1905458776c7c3f7ab10b896,0.4.0,Host,联机房主,2,10,46,1667,0,1,0,Prismatic,棱彩,Goldrend,夺金
2026-04-26T05:30:42.554Z,47a37cfd9391adfb704b81af5965844bf0485afa1905458776c7c3f7ab10b896,0.4.0,Host,联机房主,2,10,46,1667,0,1,1,Prismatic,棱彩,CourageOfColossus,巨像的勇气
2026-04-26T05:30:42.554Z,47a37cfd9391adfb704b81af5965844bf0485afa1905458776c7c3f7ab10b896,0.4.0,Host,联机房主,2,10,46,1667,0,1,2,Silver,白银,SpeedDemon,速度恶魔
2026-04-26T05:30:43.598Z,2705c7c416f332a52063bb5b6817793ef65b19eca1731a1675b47f11bfc217ea,0.4.0,Singleplayer,单人,1,1,2,30,0,0,0,Gold,黄金,DevilsDance,魔鬼之舞
2026-04-26T05:32:01.972Z,82fa22d178cde2cfb45289c7240039ff7a7a38c474a87ff942a867a5f57cda95,0.4.0,Singleplayer,单人,1,10,33,1083,0,1,0,Prismatic,棱彩,FeelTheBurn,感受燃烧
2026-04-26T05:32:01.972Z,82fa22d178cde2cfb45289c7240039ff7a7a38c474a87ff942a867a5f57cda95,0.4.0,Singleplayer,单人,1,10,33,1083,0,1,2,Silver,白银,SpeedDemon,速度恶魔
2026-04-26T05:32:36.518Z,25dd9f51916a81866e12757e1df3584ba8630827225397d9bc13a40c272d5d23,0.4.0,Host,联机房主,2,6,1,105,0,1,0,Gold,黄金,AstralBody,星界躯体
2026-04-26T05:34:44.084Z,d645f78ee946720c01344851ba70dbaf2ad36039cbaf0ca208f29f9a2be2f99b,0.4.0,Singleplayer,单人,1,3,2,23,0,0,0,Prismatic,棱彩,FinalForm,最终形态
2026-04-26T05:35:53.339Z,d0c680d82c4ed6caba53448838fa2be6551b04016bbb2d895861f5b653d215af,0.4.0,Singleplayer,单人,1,0,0,10,0,0,0,Gold,黄金,DevilsDance,魔鬼之舞
2026-04-26T05:36:44.451Z,5efddd4e1460cfb565531a090c974c654f1ad7590c7db7c367d3d49dbb76ef4f,0.4.0,Singleplayer,单人,1,0,1,9,0,0,0,Prismatic,棱彩,CourageOfColossus,巨像的勇气
2026-04-26T05:36:53.228Z,a33ada5b937fdea21559dab734694be6917bd87e1197a5302345d35fd82330cd,0.4.0,Singleplayer,单人,1,0,4,234,0,1,0,Gold,黄金,TankEngine,坦克引擎
2026-04-26T05:37:20.354Z,a41c483a975a500d385a774a75ea9b6b5adaabd3165049e46f3144bde4c90e60,0.4.0,Singleplayer,单人,1,0,2,525,0,1,0,Gold,黄金,TankEngine,坦克引擎
2026-04-26T05:37:22.510Z,0a0b95b48659568c93de0d59c7bc2e48e72702db44455b721cef13a33dcb3cf7,0.4.0,Host,联机房主,2,10,46,2392,1,1,0,Prismatic,棱彩,MadScientist,科学怪人
2026-04-26T05:37:22.510Z,0a0b95b48659568c93de0d59c7bc2e48e72702db44455b721cef13a33dcb3cf7,0.4.0,Host,联机房主,2,10,46,2392,1,1,1,Silver,白银,Thornmail,荆棘之甲
2026-04-26T05:37:22.510Z,0a0b95b48659568c93de0d59c7bc2e48e72702db44455b721cef13a33dcb3cf7,0.4.0,Host,联机房主,2,10,46,2392,1,1,2,Silver,白银,LightEmUp,点亮他们！
2026-04-26T05:37:34.944Z,0a55826c73b2ac39528a1b870b91ddcaa7e6fe7ad6eb0da0d401e801febc3ac2,0.4.0,Singleplayer,单人,1,0,1,12,0,0,0,Prismatic,棱彩,CantTouchThis,你摸不到
2026-04-26T05:37:37.312Z,ef5faf358224daf043b0ee2058c4d736e6c02efb28496eb3ad1bab175afa8781,0.4.0,Singleplayer,单人,1,0,1,23,0,0,0,Prismatic,棱彩,FeelTheBurn,感受燃烧
2026-04-26T05:37:53.659Z,98dba621ee4cf71965f01e77a76b5c6e583d7e6f691e27c0c7b5ab76fb7ab19c,0.4.0,Singleplayer,单人,1,0,48,1745,1,1,0,Gold,黄金,TankEngine,坦克引擎
2026-04-26T05:37:53.659Z,98dba621ee4cf71965f01e77a76b5c6e583d7e6f691e27c0c7b5ab76fb7ab19c,0.4.0,Singleplayer,单人,1,0,48,1745,1,1,1,Gold,黄金,Sonata,咏叹奏鸣
2026-04-26T05:37:53.659Z,98dba621ee4cf71965f01e77a76b5c6e583d7e6f691e27c0c7b5ab76fb7ab19c,0.4.0,Singleplayer,单人,1,0,48,1745,1,1,2,Silver,白银,LightEmUp,点亮他们！
2026-04-26T05:38:10.433Z,e276c424687fe46b57da974377f1c9bb8919f08507f035ea5b1de2c2539adb04,0.4.0,Singleplayer,单人,1,10,2,204,0,1,0,Gold,黄金,DevilsDance,魔鬼之舞
2026-04-26T05:38:14.133Z,e355cae52b50771b55ed62f405e64df2b628d7905243cbacf58bdbfba90671f7,0.4.0,Singleplayer,单人,1,0,1,10,0,0,0,Gold,黄金,DevilsDance,魔鬼之舞
2026-04-26T05:38:18.831Z,1196ebb3e3e0da79869bf23621171552f5757105922a0132ffa8b36c60c7175f,0.4.0,Singleplayer,单人,1,0,1,12,0,0,0,Prismatic,棱彩,UnmovableMountain,不动如山
2026-04-26T05:39:31.854Z,dfb31e1732943c05f44b490f4cdebc81372cbba0dc09ad02a6a3cc2e6c9816b1,0.4.0,Singleplayer,单人,1,1,48,1175,1,1,0,Prismatic,棱彩,Queen,女王
2026-04-26T05:39:31.854Z,dfb31e1732943c05f44b490f4cdebc81372cbba0dc09ad02a6a3cc2e6c9816b1,0.4.0,Singleplayer,单人,1,1,48,1175,1,1,1,Gold,黄金,ServantMaster,仆从大师
2026-04-26T05:39:31.854Z,dfb31e1732943c05f44b490f4cdebc81372cbba0dc09ad02a6a3cc2e6c9816b1,0.4.0,Singleplayer,单人,1,1,48,1175,1,1,2,Gold,黄金,Sturdy,坚韧
2026-04-26T05:39:54.532Z,bd8db6420a3485a82ac8b57d2858922b290c33f479ce432bf88aed07b126cdb9,0.4.0,Singleplayer,单人,1,10,49,2115,1,1,0,Prismatic,棱彩,FeelTheBurn,感受燃烧
2026-04-26T05:39:54.532Z,bd8db6420a3485a82ac8b57d2858922b290c33f479ce432bf88aed07b126cdb9,0.4.0,Singleplayer,单人,1,10,49,2115,1,1,2,Gold,黄金,SuperBrain,超强大脑
2026-04-26T05:41:00.060Z,c3cebd55d3a2066a1fa67ac96ab86a8b16d1dab53b0eddabe183c9f6f12340d5,0.4.0,Singleplayer,单人,1,1,5,410,0,1,0,Gold,黄金,DawnbringersResolve,黎明使者的坚决
2026-04-26T05:41:20.578Z,e787a7b79961325e966a2a7a8011c39afb84f4dbf8bda27c02d2820744e6ef90,0.4.0,Host,联机房主,4,1,45,2410,1,1,0,Gold,黄金,ServantMaster,仆从大师
2026-04-26T05:41:20.578Z,e787a7b79961325e966a2a7a8011c39afb84f4dbf8bda27c02d2820744e6ef90,0.4.0,Host,联机房主,4,1,45,2410,1,1,1,Gold,黄金,AstralBody,星界躯体
2026-04-26T05:41:20.578Z,e787a7b79961325e966a2a7a8011c39afb84f4dbf8bda27c02d2820744e6ef90,0.4.0,Host,联机房主,4,1,45,2410,1,1,2,Prismatic,棱彩,MadScientist,科学怪人
2026-04-26T05:41:59.629Z,221faad529c9fbea87adf97ee7b211b1a53387584d44d8e787035a7d65810f76,0.4.0,Singleplayer,单人,1,2,1,90,0,1,0,Prismatic,棱彩,HandOfBaron,男爵之手
2026-04-26T05:42:32.272Z,046cd2a7129704bf3c09c4c09a465b13ae35c6db75dbedd3be4d089afd5fca80,0.4.0,Singleplayer,单人,1,10,1,15,0,0,0,Gold,黄金,ServantMaster,仆从大师
2026-04-26T05:42:50.570Z,1fa502bf0aea91b54ad242a9b7d904e2a35e705eba7643a8ebf7601764ad4e18,0.4.0,Host,联机房主,2,10,16,654,0,1,0,Prismatic,棱彩,CourageOfColossus,巨像的勇气
2026-04-26T05:43:53.496Z,f104b628884606cfcfd0680f51af5c086de5d8a15ddbdd945bec553019fd9c0e,0.4.0,Singleplayer,单人,1,10,2,110,0,1,0,Gold,黄金,SuperBrain,超强大脑
2026-04-26T05:44:03.987Z,963fcee591be96b8780d734e83ece8153106a9101a17efc71a2f48fe4f7e23f0,0.4.0,Singleplayer,单人,1,10,5,252,0,1,0,Gold,黄金,TwiceThrice,接二连三
2026-04-26T05:44:05.164Z,e4b215bae21784b38d906f10a98386408c29deb13376ac6e7c0c489e18bc6af8,0.4.0,Host,联机房主,2,10,25,1475,0,1,0,Silver,白银,MountainSoul,山脉龙魂
2026-04-26T05:44:05.164Z,e4b215bae21784b38d906f10a98386408c29deb13376ac6e7c0c489e18bc6af8,0.4.0,Host,联机房主,2,10,25,1475,0,1,1,Prismatic,棱彩,FinalForm,最终形态
2026-04-26T05:44:10.671Z,9b892891a0983b1aca9141af94585f72b9f596a9b8bc392f4d1e131aa2cf7e16,0.4.0,Singleplayer,单人,1,0,17,755,0,1,0,Prismatic,棱彩,FeelTheBurn,感受燃烧
2026-04-26T05:44:26.233Z,b2fd23ba4926963fa78a455efb0d1e756cc7954bc376791332a976a11378dd2f,0.4.0,Singleplayer,单人,1,0,1,49,0,0,0,Gold,黄金,GetExcited,罪恶快感
2026-04-26T05:44:37.918Z,a3a86cca700eb6c683e1c0964d6f8abdb05a0813a22155fda41ba7d8507bb7ea,0.4.0,Singleplayer,单人,1,3,2,24,0,0,0,Gold,黄金,ShrinkRay,缩小射线
2026-04-26T05:45:35.463Z,ae83d1ad78e43ad36aefc37917c3cc2b810b56b218ce831a2cc44e08a5ea8480,0.4.0,Singleplayer,单人,1,10,49,2785,1,1,0,Prismatic,棱彩,HandOfBaron,男爵之手
2026-04-26T05:45:35.463Z,ae83d1ad78e43ad36aefc37917c3cc2b810b56b218ce831a2cc44e08a5ea8480,0.4.0,Singleplayer,单人,1,10,49,2785,1,1,2,Gold,黄金,ServantMaster,仆从大师
2026-04-26T05:45:43.198Z,33fcc07d4730b3e35e81fa585d1cc6b37e387dc6055c961995ba9a4f5c9b378b,0.4.0,Singleplayer,单人,1,10,49,1396,1,1,0,Gold,黄金,DevilsDance,魔鬼之舞
2026-04-26T05:45:43.198Z,33fcc07d4730b3e35e81fa585d1cc6b37e387dc6055c961995ba9a4f5c9b378b,0.4.0,Singleplayer,单人,1,10,49,1396,1,1,1,Gold,黄金,TankEngine,坦克引擎
2026-04-26T05:45:43.198Z,33fcc07d4730b3e35e81fa585d1cc6b37e387dc6055c961995ba9a4f5c9b378b,0.4.0,Singleplayer,单人,1,10,49,1396,1,1,2,Gold,黄金,ServantMaster,仆从大师
2026-04-26T05:46:05.140Z,9b7dfdbbfa631719109adee22a06d788c7f640c32a7145acc5501d06bd7c379f,0.4.0,Singleplayer,单人,1,0,1,74,0,1,0,Prismatic,棱彩,FinalForm,最终形态
2026-04-26T05:47:33.746Z,9a804d72c99d615538f67a9939135a4e966ee4a8aa52d93684e1bc65b174cbaa,0.4.0,Singleplayer,单人,1,10,49,1474,1,1,0,Prismatic,棱彩,Queen,女王
2026-04-26T05:47:49.054Z,37e76a41442ba515eca9df0180d5dd583c03911227dce369a744e8b3ad5ce902,0.4.0,Singleplayer,单人,1,10,2,22,0,0,0,Prismatic,棱彩,HandOfBaron,男爵之手
2026-04-26T05:48:17.813Z,ac0eee2003eb5d90f64884c023993d9bacc4ac587d93af9ccd88a787180f2b28,0.4.0,Host,联机房主,3,10,16,1700,0,1,0,Prismatic,棱彩,HandOfBaron,男爵之手
2026-04-26T05:48:49.211Z,317fad6b25b77067075fbc3d596cdaa4266103c369bd6e6278926ef37573a9b7,0.4.0,Singleplayer,单人,1,10,9,244,0,1,0,Gold,黄金,Loop,循环往复
2026-04-26T05:49:30.663Z,f9b1da1a0f9bfe62353f65de6ce63e3f8611feb50403e70b03d45ca536f0713c,0.4.0,Host,联机房主,2,10,14,661,0,1,0,Silver,白银,BigStrength,大力
2026-04-26T05:50:17.522Z,15bb34247b3061c21dd491f1aa2d04b337ae13bf5793cbc6f3cae6881389ca7d,0.4.0,Singleplayer,单人,1,10,49,1143,1,1,0,Prismatic,棱彩,MadScientist,科学怪人
2026-04-26T05:50:17.522Z,15bb34247b3061c21dd491f1aa2d04b337ae13bf5793cbc6f3cae6881389ca7d,0.4.0,Singleplayer,单人,1,10,49,1143,1,1,1,Prismatic,棱彩,Queen,女王
2026-04-26T05:50:17.522Z,15bb34247b3061c21dd491f1aa2d04b337ae13bf5793cbc6f3cae6881389ca7d,0.4.0,Singleplayer,单人,1,10,49,1143,1,1,2,Prismatic,棱彩,FeyMagic,精怪魔法
2026-04-26T05:50:59.185Z,c4a32ba8e99f44b4cda49fcab1c6b02c6aca87e600037cdc5c0234fc136e07df,0.4.0,Host,联机房主,2,10,7,424,0,1,0,Silver,白银,EscapePlan,逃跑计划
2026-04-26T05:51:58.456Z,7d1d1970991e2659136d78fd8fb2f3475755e31af10c4aefc1dcfdd8fd0d7385,0.4.0,Singleplayer,单人,1,1,48,2572,1,1,0,Silver,白银,LightEmUp,点亮他们！
2026-04-26T05:51:58.456Z,7d1d1970991e2659136d78fd8fb2f3475755e31af10c4aefc1dcfdd8fd0d7385,0.4.0,Singleplayer,单人,1,1,48,2572,1,1,1,Gold,黄金,Firebrand,火上浇油
2026-04-26T05:51:58.456Z,7d1d1970991e2659136d78fd8fb2f3475755e31af10c4aefc1dcfdd8fd0d7385,0.4.0,Singleplayer,单人,1,1,48,2572,1,1,2,Silver,白银,Repulsor,退敌力场
2026-04-26T05:52:45.243Z,fcc1cac30236295de5549103d48793a5a690fb8bb1c3def9d27d6c1838945bbd,0.4.0,Singleplayer,单人,1,0,1,26,0,0,0,Prismatic,棱彩,FinalForm,最终形态
2026-04-26T05:53:31.440Z,c6d7a4000cea1d9c6f843361f6003ff2a755ba5849aa77042267c2c27cb6c4f1,0.4.0,Singleplayer,单人,1,10,49,1945,1,1,0,Gold,黄金,AstralBody,星界躯体
2026-04-26T05:53:31.440Z,c6d7a4000cea1d9c6f843361f6003ff2a755ba5849aa77042267c2c27cb6c4f1,0.4.0,Singleplayer,单人,1,10,49,1945,1,1,1,Gold,黄金,Sturdy,坚韧
2026-04-26T05:53:31.440Z,c6d7a4000cea1d9c6f843361f6003ff2a755ba5849aa77042267c2c27cb6c4f1,0.4.0,Singleplayer,单人,1,10,49,1945,1,1,2,Gold,黄金,ServantMaster,仆从大师
2026-04-26T05:53:36.095Z,26bc04f0e8437d9a57e252a40fcdd473e1e194a8418052ac3ee50e88c9c33fc2,0.4.0,Singleplayer,单人,1,10,17,542,0,1,0,Silver,白银,Slap,扇巴掌
2026-04-26T05:54:47.906Z,f81025feec6e63bae89e61e14d23965146ffccb46d9ac40f98f7646848558468,0.4.0,Singleplayer,单人,1,0,1,22,0,0,0,Gold,黄金,Loop,循环往复
2026-04-26T05:54:50.529Z,bc1fb2366a0c7d60fc1964c73298e69d817b3d70563b1c2d513ec3af7218ef11,0.4.0,Singleplayer,单人,1,3,1,59,0,0,0,Silver,白银,MountainSoul,山脉龙魂
2026-04-26T05:54:55.767Z,1c4f1c807e5826f4ced64e1cf125c8f79e69ff3b9f7559c9c33ca9d53e45ba05,0.4.0,Singleplayer,单人,1,0,0,10,0,0,0,Gold,黄金,Loop,循环往复
2026-04-26T05:54:59.326Z,b0ed5afc2a33e4aea09da7443b320e80e80d3d9f1db7a0c581c467912a08432d,0.4.0,Singleplayer,单人,1,2,2,126,0,1,0,Gold,黄金,ShrinkRay,缩小射线
2026-04-26T05:55:01.859Z,45586fa74a16008f84e4c6193652bf204be9fbe68ad022c840c539ef273e9de4,0.4.0,Singleplayer,单人,1,1,17,827,0,1,0,Prismatic,棱彩,FeyMagic,精怪魔法
2026-04-26T05:56:19.818Z,d7c2b37d4bfcbcce4082befdd0324c475539c3201f7c2738bd29481fb7b85385,0.4.0,Host,联机房主,2,10,7,279,0,1,0,Silver,白银,BigStrength,大力
2026-04-26T05:57:45.846Z,636a88dc46363bca91ecda61c1ba674db2f9ef2ec6a360a0ae12d1973a76901e,0.4.0,Singleplayer,单人,1,6,48,2433,1,1,0,Silver,白银,HeavyHitter,重量级打击手
2026-04-26T05:57:45.846Z,636a88dc46363bca91ecda61c1ba674db2f9ef2ec6a360a0ae12d1973a76901e,0.4.0,Singleplayer,单人,1,6,48,2433,1,1,1,Gold,黄金,DawnbringersResolve,黎明使者的坚决
2026-04-26T05:57:45.846Z,636a88dc46363bca91ecda61c1ba674db2f9ef2ec6a360a0ae12d1973a76901e,0.4.0,Singleplayer,单人,1,6,48,2433,1,1,2,Prismatic,棱彩,BackToBasics,回归基本功
2026-04-26T05:58:33.576Z,25f1626effd5f325a6b7caf7b1dfed7abfeee5bdc96af0f46cddb89f931bff70,0.4.0,Singleplayer,单人,1,3,1,110,0,1,0,Silver,白银,HeavyHitter,重量级打击手
2026-04-26T05:59:16.993Z,baef5446e334612eeeb77fd863fe92a697200a167f52aa1e2a14095a3f9772f8,0.4.0,Singleplayer,单人,1,8,48,3299,1,1,0,Gold,黄金,TwiceThrice,接二连三
2026-04-26T05:59:16.993Z,baef5446e334612eeeb77fd863fe92a697200a167f52aa1e2a14095a3f9772f8,0.4.0,Singleplayer,单人,1,8,48,3299,1,1,1,Prismatic,棱彩,FeelTheBurn,感受燃烧
2026-04-26T05:59:16.993Z,baef5446e334612eeeb77fd863fe92a697200a167f52aa1e2a14095a3f9772f8,0.4.0,Singleplayer,单人,1,8,48,3299,1,1,2,Prismatic,棱彩,CourageOfColossus,巨像的勇气
2026-04-26T05:59:53.992Z,2460414ad895ec35393bf0cb0da944fe2a651eb70b94ebc866d2518a19d30287,0.4.0,Singleplayer,单人,1,0,36,1608,1,1,0,Prismatic,棱彩,CantTouchThis,你摸不到
2026-04-26T05:59:53.992Z,2460414ad895ec35393bf0cb0da944fe2a651eb70b94ebc866d2518a19d30287,0.4.0,Singleplayer,单人,1,0,36,1608,1,1,1,Gold,黄金,DivineIntervention,神圣干预
2026-04-26T05:59:53.992Z,2460414ad895ec35393bf0cb0da944fe2a651eb70b94ebc866d2518a19d30287,0.4.0,Singleplayer,单人,1,0,36,1608,1,1,2,Silver,白银,MountainSoul,山脉龙魂
2026-04-26T06:00:00.808Z,a0e2cc8a2ceda510d686358afe58a1c1786425a310d51c13548842eb11fa92ce,0.4.0,Host,联机房主,2,10,16,730,0,1,0,Gold,黄金,Loop,循环往复
2026-04-26T06:00:19.052Z,071f6a02c89651a585aaf07b256f20c2d314c037c685bba68092d6c6b9e6f8a3,0.4.0,Host,联机房主,2,0,16,1228,0,1,0,Gold,黄金,Loop,循环往复
2026-04-26T06:00:31.505Z,56c350a723d198ca71e99c22670dc2c6a5b2c6541d1b89f0f5836201cb4c51ef,0.4.0,Host,联机房主,2,10,46,1716,1,1,0,Gold,黄金,Sturdy,坚韧
2026-04-26T06:00:31.505Z,56c350a723d198ca71e99c22670dc2c6a5b2c6541d1b89f0f5836201cb4c51ef,0.4.0,Host,联机房主,2,10,46,1716,1,1,1,Prismatic,棱彩,GlassCannon,玻璃大炮
2026-04-26T06:00:31.505Z,56c350a723d198ca71e99c22670dc2c6a5b2c6541d1b89f0f5836201cb4c51ef,0.4.0,Host,联机房主,2,10,46,1716,1,1,2,Gold,黄金,DivineIntervention,神圣干预
2026-04-26T06:00:49.777Z,56cdfcea2ff04828c922a48adccfc4a3e9bc0548266d33fb6be01455d5006917,0.4.0,Singleplayer,单人,1,0,48,1608,1,1,0,Gold,黄金,Sonata,咏叹奏鸣
2026-04-26T06:00:49.777Z,56cdfcea2ff04828c922a48adccfc4a3e9bc0548266d33fb6be01455d5006917,0.4.0,Singleplayer,单人,1,0,48,1608,1,1,1,Prismatic,棱彩,CourageOfColossus,巨像的勇气
2026-04-26T06:00:49.777Z,56cdfcea2ff04828c922a48adccfc4a3e9bc0548266d33fb6be01455d5006917,0.4.0,Singleplayer,单人,1,0,48,1608,1,1,2,Prismatic,棱彩,FeyMagic,精怪魔法
